order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
ITEM-ABA48242,ORD-B83D70C6,PROD-59E74AC3,1,59.14,0.0,59.14
ITEM-409A0830,ORD-B83D70C6,PROD-7950F8D2,1,398.64,20,318.91
ITEM-240C156D,ORD-B83D70C6,PROD-78F57A58,2,67.3,0.0,134.6
ITEM-CEB4008D,ORD-28020B46,PROD-4104AA70,1,75.09,5,71.34
ITEM-CA6FD7D3,ORD-0D20994B,PROD-8594B902,1,212.65,10,191.39
ITEM-4C4B675D,ORD-0D20994B,PROD-AB53D36E,1,84.35,20,67.48
ITEM-4D281E35,ORD-0D20994B,PROD-B664C69B,1,21.83,0.0,21.83
ITEM-ADCEB85C,ORD-0D20994B,PROD-88D1702C,2,25.59,25,38.38
ITEM-EF720BC0,ORD-4104FD12,PROD-8594B902,3,212.65,0.0,637.95
ITEM-DBFAAD09,ORD-4104FD12,PROD-9A3C6EF2,1,1198.51,0.0,1198.51
ITEM-2DF958F2,ORD-300A7EE3,PROD-7F8AAD4F,1,277.19,0.0,277.19
ITEM-D631A8F3,ORD-D79CE365,PROD-E17CC68E,2,18.26,0.0,36.52
ITEM-E4AD2CDD,ORD-D79CE365,PROD-DB1E4648,2,68.06,0.0,136.12
ITEM-605F73F8,ORD-8B5CDE6E,PROD-B3F77380,1,16.42,20,13.14
ITEM-1B4464A5,ORD-59046F1A,PROD-ADD3CCE8,1,140.55,0.0,140.55
ITEM-EDEA5750,ORD-59046F1A,PROD-F010BA2F,1,1391.25,0.0,1391.25
ITEM-C3F4276F,ORD-D9D2F5DB,PROD-0BBDB7EA,2,497.9,0.0,995.8
ITEM-131CC1ED,ORD-D9D2F5DB,PROD-B3F77380,1,16.42,0.0,16.42
ITEM-1EAD3A85,ORD-F573CF1B,PROD-F54E29A3,1,1252.78,0.0,1252.78
ITEM-BAF424DE,ORD-F573CF1B,PROD-A957BF8B,5,709.97,0.0,3549.85
ITEM-D9444A40,ORD-F573CF1B,PROD-E0627114,4,51.32,0.0,205.28
ITEM-9AA99D00,ORD-9423E5D4,PROD-17AAC98F,3,44.5,0.0,133.5
ITEM-804E6B47,ORD-6D6D4B57,PROD-C82F1F58,1,592.19,0.0,592.19
ITEM-CDA531EF,ORD-6D6D4B57,PROD-EA0B207A,1,64.99,0.0,64.99
ITEM-B6F64D4E,ORD-48694F8F,PROD-B04A64B5,2,94.34,0.0,188.68
ITEM-BB1FB611,ORD-48694F8F,PROD-7C426997,1,68.0,15,57.8
ITEM-5BE108B4,ORD-48694F8F,PROD-7F2B92E1,1,77.24,0.0,77.24
ITEM-EF7E72F2,ORD-48694F8F,PROD-F0A79D30,1,103.31,0.0,103.31
ITEM-15EE89DF,ORD-48694F8F,PROD-78F57A58,3,67.3,0.0,201.9
ITEM-44205567,ORD-F7834EB3,PROD-8A15D5AE,1,888.01,0.0,888.01
ITEM-364EDC86,ORD-5C56F037,PROD-38D3278C,1,1451.92,10,1306.73
ITEM-AA11C60B,ORD-5C56F037,PROD-0BBDB7EA,2,497.9,0.0,995.8
ITEM-B4556352,ORD-5C56F037,PROD-0B8CB446,5,150.81,0.0,754.05
ITEM-9C456AF3,ORD-5C56F037,PROD-D6FAEAEA,3,668.63,0.0,2005.89
ITEM-69BB539C,ORD-EF38B63A,PROD-B2C4B6DA,1,56.21,0.0,56.21
ITEM-A6B154C2,ORD-EF38B63A,PROD-BDE1F7B5,3,16.76,0.0,50.28
ITEM-0D354005,ORD-A96F342E,PROD-F54E29A3,3,1252.78,0.0,3758.34
ITEM-53888D2E,ORD-A96F342E,PROD-B2C4B6DA,2,56.21,5,106.8
ITEM-E8EA9383,ORD-A96F342E,PROD-97FDA2F9,1,205.78,20,164.62
ITEM-09814495,ORD-A96F342E,PROD-CCC8BB44,3,964.89,0.0,2894.67
ITEM-CBFB9D7E,ORD-A96F342E,PROD-3C3FC714,3,9.31,0.0,27.93
ITEM-12354B1E,ORD-4940C344,PROD-67981196,1,193.88,0.0,193.88
ITEM-9BC55064,ORD-4940C344,PROD-DFE64E7E,1,35.45,0.0,35.45
ITEM-EDEB1C83,ORD-4940C344,PROD-9190BD15,1,247.74,0.0,247.74
ITEM-09D44A4F,ORD-FA289097,PROD-B3F77380,1,16.42,25,12.32
ITEM-BA2D17D4,ORD-99F3A209,PROD-BDE1F7B5,1,16.76,15,14.25
ITEM-591DA8E7,ORD-99F3A209,PROD-2D3C47A3,1,290.63,0.0,290.63
ITEM-DE88D01E,ORD-99F3A209,PROD-CF197926,2,111.28,0.0,222.56
ITEM-0F2159CB,ORD-99F3A209,PROD-EF45688B,2,67.7,0.0,135.4
ITEM-1AB62D0E,ORD-99F3A209,PROD-1E5E1765,1,82.04,0.0,82.04
ITEM-FCCAEBAB,ORD-894FBFF3,PROD-8594B902,1,212.65,0.0,212.65
ITEM-FABE3B6E,ORD-FAD45E01,PROD-4104AA70,1,75.09,0.0,75.09
ITEM-FB16B8A2,ORD-FAD45E01,PROD-084C7CF4,2,152.11,0.0,304.22
ITEM-88D001A4,ORD-FAD45E01,PROD-EF018219,5,239.56,0.0,1197.8
ITEM-B86995B0,ORD-A4D06624,PROD-1513ECFE,2,20.96,20,33.54
ITEM-13153CCB,ORD-A4D06624,PROD-17AAC98F,4,44.5,0.0,178.0
ITEM-851C9DD5,ORD-A4D06624,PROD-77A3CC06,2,225.49,0.0,450.98
ITEM-A4F46C15,ORD-70E8F18E,PROD-ADD3CCE8,1,140.55,0.0,140.55
ITEM-2C20CB85,ORD-0AD109D2,PROD-B182DE7D,2,96.49,0.0,192.98
ITEM-F945B649,ORD-7668E881,PROD-7C426997,1,68.0,0.0,68.0
ITEM-9193D6AB,ORD-7668E881,PROD-8A435E17,1,13.21,0.0,13.21
ITEM-9CAC507F,ORD-5143C685,PROD-9190BD15,1,247.74,0.0,247.74
ITEM-2D55869E,ORD-5143C685,PROD-1E5E1765,4,82.04,0.0,328.16
ITEM-76E731F7,ORD-2C72EAED,PROD-C9C066B8,3,187.53,0.0,562.59
ITEM-7B131AC7,ORD-2C72EAED,PROD-2987CBBD,1,12.34,0.0,12.34
ITEM-94D2B5CA,ORD-6F38779C,PROD-F388FC8C,4,87.54,0.0,350.16
ITEM-E503FA03,ORD-836285A8,PROD-88D1702C,3,25.59,0.0,76.77
ITEM-77604BFE,ORD-836285A8,PROD-B04A64B5,3,94.34,0.0,283.02
ITEM-73F2C743,ORD-836285A8,PROD-299FD214,1,149.7,0.0,149.7
ITEM-9042CFF8,ORD-836285A8,PROD-CF197926,4,111.28,0.0,445.12
ITEM-1FB3455D,ORD-0A5EB4A5,PROD-9190BD15,2,247.74,0.0,495.48
ITEM-7C2E0F1C,ORD-0A5EB4A5,PROD-97FA7D52,1,60.09,0.0,60.09
ITEM-27B0BE07,ORD-0A5EB4A5,PROD-4104AA70,1,75.09,0.0,75.09
ITEM-9A302B69,ORD-0A5EB4A5,PROD-67981196,1,193.88,0.0,193.88
ITEM-400D5CD7,ORD-0A5EB4A5,PROD-41AB2D84,1,50.22,0.0,50.22
ITEM-28FE6F49,ORD-AEFCC7B6,PROD-67981196,2,193.88,0.0,387.76
ITEM-BA175C78,ORD-AEFCC7B6,PROD-8A435E17,2,13.21,0.0,26.42
ITEM-4D2DEEAD,ORD-F515D71E,PROD-B2C4B6DA,2,56.21,0.0,112.42
ITEM-D2A16A21,ORD-E8704840,PROD-78F57A58,3,67.3,0.0,201.9
ITEM-C80FEA7E,ORD-B8335B4F,PROD-1269D229,3,72.09,25,162.2
ITEM-5E7AFF75,ORD-B8335B4F,PROD-D14AB91D,1,529.14,15,449.77
ITEM-A3369AD9,ORD-B8335B4F,PROD-1E5E1765,3,82.04,20,196.9
ITEM-5B5FE10C,ORD-B8335B4F,PROD-4FA91F9F,3,438.42,0.0,1315.26
ITEM-7C1AE320,ORD-B2F514CF,PROD-B664C69B,1,21.83,0.0,21.83
ITEM-0A394E56,ORD-B2F514CF,PROD-BDE1F7B5,2,16.76,0.0,33.52
ITEM-F89A76E6,ORD-34661614,PROD-2B692296,5,57.08,0.0,285.4
ITEM-663F1D9F,ORD-CD2BF4B5,PROD-F0A79D30,1,103.31,25,77.48
ITEM-F6CA964A,ORD-1C3FF17D,PROD-29E2831C,1,1170.09,0.0,1170.09
ITEM-2DE485C2,ORD-1C3FF17D,PROD-CF197926,1,111.28,0.0,111.28
ITEM-EDD46874,ORD-1C3FF17D,PROD-0B8CB446,1,150.81,0.0,150.81
ITEM-27DE28A5,ORD-431AADEF,PROD-66A60E75,1,31.46,0.0,31.46
ITEM-EF40DC94,ORD-431AADEF,PROD-0B8CB446,2,150.81,10,271.46
ITEM-7D080FDF,ORD-431AADEF,PROD-67981196,4,193.88,0.0,775.52
ITEM-89F96C6D,ORD-1EA2CC7C,PROD-574EA830,1,725.49,0.0,725.49
ITEM-D38DB28F,ORD-1EA2CC7C,PROD-850C46F3,1,580.04,5,551.04
ITEM-02F60B0C,ORD-9A8F7110,PROD-2A10FCA1,1,20.98,0.0,20.98
ITEM-D44502B5,ORD-9A8F7110,PROD-850C46F3,3,580.04,0.0,1740.12
ITEM-C36C0626,ORD-9A8F7110,PROD-67981196,1,193.88,0.0,193.88
ITEM-389B7A9B,ORD-9A8F7110,PROD-22F90F19,1,1583.32,0.0,1583.32
ITEM-85474629,ORD-9A8F7110,PROD-7F8AAD4F,1,277.19,0.0,277.19
ITEM-9BBB97CD,ORD-5F575494,PROD-0BBDB7EA,1,497.9,0.0,497.9
ITEM-5B19498D,ORD-0E9D2FA0,PROD-E47C1127,3,17.16,0.0,51.48
ITEM-AEAF6E9B,ORD-0E9D2FA0,PROD-8FCC0F14,3,840.6,0.0,2521.8
ITEM-78090997,ORD-0E9D2FA0,PROD-D6FAEAEA,1,668.63,20,534.9
ITEM-59A78A4E,ORD-9E0E8877,PROD-A5464934,1,740.63,5,703.6
ITEM-E9F350E6,ORD-9E0E8877,PROD-FF175AE2,2,213.32,0.0,426.64
ITEM-B4384C42,ORD-0188ABF3,PROD-F54E29A3,1,1252.78,20,1002.22
ITEM-1F78F590,ORD-0188ABF3,PROD-2B692296,2,57.08,0.0,114.16
ITEM-0BCB9044,ORD-0188ABF3,PROD-97FDA2F9,3,205.78,0.0,617.34
ITEM-7E2F53E0,ORD-0188ABF3,PROD-D14AB91D,2,529.14,0.0,1058.28
ITEM-EF0D5B06,ORD-3DE78774,PROD-E78EF677,4,324.56,10,1168.42
ITEM-1B56A5DC,ORD-3DE78774,PROD-8F93EED1,1,320.43,5,304.41
ITEM-FA53534D,ORD-3BA143CD,PROD-8F93EED1,4,320.43,0.0,1281.72
ITEM-4348E73F,ORD-3BA143CD,PROD-F2FDE149,1,148.48,0.0,148.48
ITEM-8E17BB9A,ORD-3BA143CD,PROD-7F8B4606,1,555.62,0.0,555.62
ITEM-C8E5A719,ORD-587D4DC5,PROD-7950F8D2,1,398.64,10,358.78
ITEM-EC1FEEA2,ORD-587D4DC5,PROD-4FA91F9F,3,438.42,0.0,1315.26
ITEM-40199375,ORD-55C71E1A,PROD-1F6FDF64,1,126.58,0.0,126.58
ITEM-DC81E835,ORD-55C71E1A,PROD-0B8CB446,1,150.81,0.0,150.81
ITEM-4BB6D256,ORD-D82FF306,PROD-C9C066B8,1,187.53,10,168.78
ITEM-F2C042B8,ORD-A2DB1410,PROD-2A10FCA1,3,20.98,0.0,62.94
ITEM-944A4F5E,ORD-A2DB1410,PROD-1523B41C,1,44.38,0.0,44.38
ITEM-766E6A2E,ORD-2ED46144,PROD-B2C4B6DA,1,56.21,0.0,56.21
ITEM-1A2D51AD,ORD-2ED46144,PROD-1523B41C,1,44.38,0.0,44.38
ITEM-740A068B,ORD-2ED46144,PROD-EF018219,3,239.56,0.0,718.68
ITEM-13F3275A,ORD-2ED46144,PROD-2E29F89D,1,28.15,0.0,28.15
ITEM-173EBB39,ORD-2ED46144,PROD-B2780D70,2,90.93,0.0,181.86
ITEM-231DE594,ORD-C808EB3F,PROD-DB1E4648,1,68.06,0.0,68.06
ITEM-07141BEC,ORD-C5E547AB,PROD-A957BF8B,2,709.97,0.0,1419.94
ITEM-0A4FAF11,ORD-934D9BF3,PROD-7C426997,1,68.0,10,61.2
ITEM-42912C85,ORD-934D9BF3,PROD-9190BD15,4,247.74,0.0,990.96
ITEM-2812690C,ORD-BF444C27,PROD-B2C4B6DA,2,56.21,0.0,112.42
ITEM-13F995D8,ORD-B65A8949,PROD-4DD9F3C9,2,62.47,0.0,124.94
ITEM-D99EFCC2,ORD-B65A8949,PROD-1E5E1765,1,82.04,25,61.53
ITEM-663E2FBA,ORD-B65A8949,PROD-299FD214,1,149.7,0.0,149.7
ITEM-59D2CC6D,ORD-8F032AC7,PROD-8A15D5AE,1,888.01,0.0,888.01
ITEM-6585EA87,ORD-8F032AC7,PROD-E47C1127,1,17.16,0.0,17.16
ITEM-460825DD,ORD-DF629CB8,PROD-1F6FDF64,1,126.58,5,120.25
ITEM-A83727DA,ORD-DF629CB8,PROD-AB53D36E,2,84.35,0.0,168.7
ITEM-1C943822,ORD-46E359EA,PROD-59E74AC3,2,59.14,0.0,118.28
ITEM-1553DA59,ORD-46E359EA,PROD-BB6E77BC,1,475.98,0.0,475.98
ITEM-95FF1230,ORD-46E359EA,PROD-1F6FDF64,1,126.58,15,107.59
ITEM-96240990,ORD-BC2B975B,PROD-7F8AAD4F,2,277.19,0.0,554.38
ITEM-2C3DB3EE,ORD-BC2B975B,PROD-CF197926,1,111.28,0.0,111.28
ITEM-A1214323,ORD-16E021A1,PROD-9190BD15,2,247.74,20,396.38
ITEM-9E4AB91F,ORD-16E021A1,PROD-0431A4BE,2,446.81,0.0,893.62
ITEM-1FC20B15,ORD-16E021A1,PROD-B664C69B,3,21.83,0.0,65.49
ITEM-5FC8E126,ORD-602B950E,PROD-67981196,1,193.88,25,145.41
ITEM-6945F0C4,ORD-602B950E,PROD-A5464934,2,740.63,0.0,1481.26
ITEM-5A81983C,ORD-602B950E,PROD-8594B902,1,212.65,0.0,212.65
ITEM-F4F3E69C,ORD-602B950E,PROD-0B8CB446,2,150.81,0.0,301.62
ITEM-23CCE7EC,ORD-49CE1C99,PROD-4104AA70,2,75.09,0.0,150.18
ITEM-CE63903D,ORD-4B1F4BD7,PROD-E78EF677,1,324.56,0.0,324.56
ITEM-3B5C6348,ORD-4B1F4BD7,PROD-A957BF8B,2,709.97,15,1206.95
ITEM-2D40C014,ORD-4B1F4BD7,PROD-1F6FDF64,1,126.58,0.0,126.58
ITEM-79C9C216,ORD-2D8F1414,PROD-7F2B92E1,1,77.24,0.0,77.24
ITEM-6EFD3BF1,ORD-E82D12DF,PROD-0C7B9E91,1,93.69,0.0,93.69
ITEM-68B5CC78,ORD-E82D12DF,PROD-77A3CC06,3,225.49,0.0,676.47
ITEM-0788AE96,ORD-E82D12DF,PROD-85FFB6E9,1,56.04,0.0,56.04
ITEM-821C11AC,ORD-E82D12DF,PROD-084C7CF4,1,152.11,0.0,152.11
ITEM-4985504C,ORD-E82D12DF,PROD-B182DE7D,1,96.49,0.0,96.49
ITEM-C5AF4DF9,ORD-CF341D60,PROD-9190BD15,1,247.74,0.0,247.74
ITEM-929F476C,ORD-CF341D60,PROD-0C7B9E91,4,93.69,0.0,374.76
ITEM-5E7CA870,ORD-CF341D60,PROD-7950F8D2,1,398.64,0.0,398.64
ITEM-404FB5D3,ORD-CF341D60,PROD-2A10FCA1,1,20.98,0.0,20.98
ITEM-595EE58A,ORD-0490BD88,PROD-AB53D36E,1,84.35,0.0,84.35
ITEM-B10C55BE,ORD-0490BD88,PROD-4FA91F9F,2,438.42,0.0,876.84
ITEM-C072D809,ORD-0490BD88,PROD-1523B41C,3,44.38,0.0,133.14
ITEM-2F5BA542,ORD-0490BD88,PROD-8F93EED1,1,320.43,25,240.32
ITEM-8B307DF4,ORD-B73D489B,PROD-084C7CF4,1,152.11,0.0,152.11
ITEM-9B09E3A3,ORD-031E3225,PROD-A957BF8B,2,709.97,0.0,1419.94
ITEM-E5D60BD6,ORD-031E3225,PROD-5F07BD72,4,19.25,10,69.3
ITEM-F30940C7,ORD-031E3225,PROD-B664C69B,1,21.83,0.0,21.83
ITEM-7BFAE0AE,ORD-F626C3FC,PROD-E78EF677,2,324.56,0.0,649.12
ITEM-4A951C01,ORD-E695FF43,PROD-F10DFED1,5,92.53,0.0,462.65
ITEM-F5705FAA,ORD-E35769D9,PROD-5354E55C,2,2355.08,10,4239.14
ITEM-8F2704E5,ORD-4D6A1A5A,PROD-0C7B9E91,4,93.69,0.0,374.76
ITEM-FE8B3253,ORD-B1068731,PROD-299FD214,1,149.7,0.0,149.7
ITEM-09F4001B,ORD-208C626A,PROD-850C46F3,1,580.04,0.0,580.04
ITEM-26609EA2,ORD-208C626A,PROD-7950F8D2,1,398.64,0.0,398.64
ITEM-94B1F020,ORD-B6CC8BFC,PROD-0BBDB7EA,1,497.9,25,373.42
ITEM-7C0A5653,ORD-B5118607,PROD-0BBDB7EA,4,497.9,0.0,1991.6
ITEM-B93FC330,ORD-B5118607,PROD-97FDA2F9,1,205.78,0.0,205.78
ITEM-A6AF6D43,ORD-B5118607,PROD-F10DFED1,2,92.53,0.0,185.06
ITEM-E31E9E88,ORD-B5118607,PROD-ADD3CCE8,1,140.55,0.0,140.55
ITEM-0F701D99,ORD-6B9D4CF8,PROD-7F2B92E1,1,77.24,5,73.38
ITEM-5C80FF45,ORD-A1232620,PROD-7F2B92E1,3,77.24,20,185.38
ITEM-089518DC,ORD-A1232620,PROD-97FA7D52,3,60.09,0.0,180.27
ITEM-497DAA42,ORD-A1232620,PROD-A5AD4138,1,170.39,0.0,170.39
ITEM-9FC6B59E,ORD-01E9B5FF,PROD-22F90F19,1,1583.32,0.0,1583.32
ITEM-54895CD1,ORD-01E9B5FF,PROD-E306E605,1,1335.92,0.0,1335.92
ITEM-DD6BDEBC,ORD-BE02806F,PROD-3C3FC714,1,9.31,0.0,9.31
ITEM-BCEB0D80,ORD-078AF6D6,PROD-0431A4BE,2,446.81,10,804.26
ITEM-82F87792,ORD-078AF6D6,PROD-2E29F89D,2,28.15,0.0,56.3
ITEM-0FE1865E,ORD-078AF6D6,PROD-17AAC98F,2,44.5,0.0,89.0
ITEM-2594A949,ORD-078AF6D6,PROD-574EA830,1,725.49,0.0,725.49
ITEM-19C46F73,ORD-3460CD70,PROD-0C9333CF,1,494.94,5,470.19
ITEM-33F63077,ORD-3460CD70,PROD-2D3C47A3,1,290.63,0.0,290.63
ITEM-6EFD3FD8,ORD-3460CD70,PROD-1269D229,1,72.09,0.0,72.09
ITEM-417FC048,ORD-13B08803,PROD-EF45688B,1,67.7,0.0,67.7
ITEM-CB670D33,ORD-13B08803,PROD-FF175AE2,4,213.32,25,639.96
ITEM-5A904A47,ORD-13B08803,PROD-A767940F,1,20.09,0.0,20.09
ITEM-FC69F284,ORD-13B08803,PROD-850C46F3,2,580.04,0.0,1160.08
ITEM-39DB050D,ORD-DE5509C4,PROD-78F57A58,1,67.3,0.0,67.3
ITEM-093CA73C,ORD-DE5509C4,PROD-22F90F19,3,1583.32,25,3562.47
ITEM-5BCFAEE0,ORD-DE5509C4,PROD-C82F1F58,3,592.19,0.0,1776.57
ITEM-63ACB672,ORD-DE5509C4,PROD-2B692296,3,57.08,0.0,171.24
ITEM-2BDDEDD6,ORD-DE5509C4,PROD-8594B902,1,212.65,0.0,212.65
ITEM-8E26148F,ORD-1C3B71A5,PROD-3C3FC714,4,9.31,0.0,37.24
ITEM-D6F4FF16,ORD-1C3B71A5,PROD-781224A5,1,48.32,5,45.9
ITEM-91E8DB17,ORD-55D1567D,PROD-A98B1D92,1,102.3,10,92.07
ITEM-2031BE9D,ORD-A4DDB527,PROD-FF175AE2,1,213.32,20,170.66
ITEM-A2CF01E1,ORD-A4DDB527,PROD-DFE64E7E,2,35.45,5,67.36
ITEM-04F01751,ORD-8BF05A7C,PROD-A98B1D92,1,102.3,20,81.84
ITEM-53D49007,ORD-87FF2F89,PROD-B38720E3,1,1489.7,0.0,1489.7
ITEM-B3974C44,ORD-E64B967F,PROD-C9395F2B,1,69.45,0.0,69.45
ITEM-62F45183,ORD-E64B967F,PROD-8FCC0F14,1,840.6,0.0,840.6
ITEM-E64633D2,ORD-A74FC290,PROD-78F57A58,1,67.3,0.0,67.3
ITEM-2784DF38,ORD-6F61B4C9,PROD-B2C4B6DA,1,56.21,0.0,56.21
ITEM-F45D2A70,ORD-6F61B4C9,PROD-1F6FDF64,3,126.58,0.0,379.74
ITEM-B1E81870,ORD-6F61B4C9,PROD-0B8CB446,1,150.81,0.0,150.81
ITEM-DF9FDAE2,ORD-41A651BF,PROD-7F8AAD4F,1,277.19,15,235.61
ITEM-C6980D61,ORD-41A651BF,PROD-D14AB91D,2,529.14,0.0,1058.28
ITEM-94CBB195,ORD-C67E0523,PROD-F54E29A3,1,1252.78,0.0,1252.78
ITEM-7E37A676,ORD-83420FD3,PROD-F0A79D30,3,103.31,0.0,309.93
ITEM-861A7C37,ORD-83420FD3,PROD-347ABD3E,3,23.45,0.0,70.35
ITEM-48DEB747,ORD-83420FD3,PROD-2B692296,3,57.08,0.0,171.24
ITEM-568B33A6,ORD-83420FD3,PROD-77A3CC06,1,225.49,0.0,225.49
ITEM-5C41B472,ORD-F7B86A3B,PROD-F2FDE149,2,148.48,0.0,296.96
ITEM-207AFF87,ORD-F7B86A3B,PROD-78A11418,1,23.93,0.0,23.93
ITEM-73EC8D13,ORD-F7B86A3B,PROD-2D3C47A3,2,290.63,0.0,581.26
ITEM-731A1071,ORD-F7B86A3B,PROD-D6FAEAEA,1,668.63,15,568.34
ITEM-EDB754EF,ORD-F7B86A3B,PROD-1C17590D,1,47.28,0.0,47.28
ITEM-C71F9F46,ORD-C2BFD6D6,PROD-EF45688B,3,67.7,0.0,203.1
ITEM-D6B39445,ORD-CD59BEF5,PROD-0C9333CF,1,494.94,0.0,494.94
ITEM-8CA09D81,ORD-CD59BEF5,PROD-78A11418,4,23.93,0.0,95.72
ITEM-538B67FE,ORD-CD59BEF5,PROD-D14AB91D,3,529.14,0.0,1587.42
ITEM-61961E08,ORD-F36397B0,PROD-77A3CC06,3,225.49,0.0,676.47
ITEM-D2FFFDD0,ORD-F36397B0,PROD-DFE64E7E,1,35.45,0.0,35.45
ITEM-AED11AE0,ORD-C0747EBB,PROD-BDE1F7B5,2,16.76,0.0,33.52
ITEM-5B5CE9F8,ORD-F99EE91C,PROD-97FA7D52,1,60.09,20,48.07
ITEM-4217D67D,ORD-97F77115,PROD-97FDA2F9,3,205.78,15,524.74
ITEM-397F81AC,ORD-97F77115,PROD-2D3C47A3,2,290.63,0.0,581.26
ITEM-AABDA0B6,ORD-8B2BB665,PROD-9A3C6EF2,4,1198.51,25,3595.53
ITEM-0A7D4489,ORD-F4F767DF,PROD-4FA91F9F,1,438.42,0.0,438.42
ITEM-6BF37B13,ORD-B193B98A,PROD-D6FAEAEA,2,668.63,0.0,1337.26
ITEM-AD660898,ORD-B193B98A,PROD-1269D229,2,72.09,0.0,144.18
ITEM-901FC3FE,ORD-1BBBB028,PROD-41AB2D84,3,50.22,0.0,150.66
ITEM-CCD715DC,ORD-C3A54648,PROD-397C46BB,1,20.44,0.0,20.44
ITEM-9400B1A7,ORD-C3A54648,PROD-97FA7D52,2,60.09,0.0,120.18
ITEM-E2AF7633,ORD-C3A54648,PROD-0C9333CF,2,494.94,0.0,989.88
ITEM-2B903BE1,ORD-C3A54648,PROD-7F2B92E1,1,77.24,0.0,77.24
ITEM-B5D421D7,ORD-C3A54648,PROD-17AAC98F,2,44.5,0.0,89.0
ITEM-567C2D41,ORD-E7097371,PROD-2B692296,1,57.08,0.0,57.08
ITEM-3B88C3EB,ORD-E7097371,PROD-E0627114,5,51.32,0.0,256.6
ITEM-5F473E34,ORD-E7097371,PROD-E78EF677,2,324.56,0.0,649.12
ITEM-AFD75244,ORD-5D82D964,PROD-F388FC8C,1,87.54,0.0,87.54
ITEM-A279B386,ORD-5D82D964,PROD-2987CBBD,3,12.34,10,33.32
ITEM-49EA0611,ORD-56B10FE5,PROD-EA0B207A,1,64.99,0.0,64.99
ITEM-430008AD,ORD-3F7C8BF5,PROD-1269D229,1,72.09,0.0,72.09
ITEM-DE1E25D3,ORD-3F7C8BF5,PROD-BB6E77BC,1,475.98,25,356.99
ITEM-B0537954,ORD-3F7C8BF5,PROD-3C3FC714,4,9.31,0.0,37.24
ITEM-1306B4CB,ORD-3F7C8BF5,PROD-9190BD15,1,247.74,0.0,247.74
ITEM-7240E024,ORD-5CFE3720,PROD-1C17590D,2,47.28,0.0,94.56
ITEM-5121D476,ORD-09095348,PROD-1523B41C,1,44.38,0.0,44.38
ITEM-411EFA6A,ORD-09095348,PROD-2D3C47A3,3,290.63,0.0,871.89
ITEM-FC259549,ORD-00427E70,PROD-E0627114,1,51.32,0.0,51.32
ITEM-7A82C076,ORD-00427E70,PROD-0C7B9E91,1,93.69,0.0,93.69
ITEM-8EBCF1DE,ORD-00427E70,PROD-4DD9F3C9,1,62.47,0.0,62.47
ITEM-2AA25D94,ORD-00427E70,PROD-299FD214,1,149.7,0.0,149.7
ITEM-A6A3BBCA,ORD-F341DDDC,PROD-347ABD3E,2,23.45,25,35.17
ITEM-FCDC05C6,ORD-F341DDDC,PROD-F010BA2F,2,1391.25,20,2226.0
ITEM-09F182C0,ORD-F341DDDC,PROD-22F90F19,3,1583.32,10,4274.96
ITEM-9C1DAC9F,ORD-862E2C08,PROD-7F8AAD4F,2,277.19,0.0,554.38
ITEM-CC648153,ORD-B944E134,PROD-7F2B92E1,2,77.24,0.0,154.48
ITEM-C9584EA3,ORD-B944E134,PROD-E47C1127,1,17.16,15,14.59
ITEM-06056B10,ORD-B944E134,PROD-7F8AAD4F,1,277.19,0.0,277.19
ITEM-4A3B7C81,ORD-B944E134,PROD-850C46F3,2,580.04,0.0,1160.08
ITEM-B45797D3,ORD-B944E134,PROD-823FA26B,2,280.96,0.0,561.92
ITEM-6E5437DE,ORD-C9F968CE,PROD-1269D229,4,72.09,0.0,288.36
ITEM-D74D9788,ORD-C9F968CE,PROD-C82F1F58,1,592.19,0.0,592.19
ITEM-6B839010,ORD-92D30CE0,PROD-299FD214,2,149.7,25,224.55
ITEM-ADF30FAD,ORD-92D30CE0,PROD-29E2831C,3,1170.09,0.0,3510.27
ITEM-4739FA78,ORD-92D30CE0,PROD-EF018219,1,239.56,25,179.67
ITEM-947681C0,ORD-99B4281D,PROD-4FA91F9F,1,438.42,0.0,438.42
ITEM-C5781983,ORD-0D78CD9C,PROD-1F6FDF64,1,126.58,0.0,126.58
ITEM-603514DB,ORD-0D78CD9C,PROD-1269D229,1,72.09,5,68.49
ITEM-1CC12B24,ORD-513A8E95,PROD-E0627114,2,51.32,0.0,102.64
ITEM-F235992B,ORD-B240A7B2,PROD-22F90F19,1,1583.32,0.0,1583.32
ITEM-FC32D56E,ORD-B240A7B2,PROD-EA0B207A,3,64.99,0.0,194.97
ITEM-4F796970,ORD-5E76F346,PROD-B2780D70,4,90.93,0.0,363.72
ITEM-E27C5A78,ORD-5E76F346,PROD-77A3CC06,2,225.49,0.0,450.98
ITEM-E89A3B9B,ORD-A360D8CB,PROD-1269D229,1,72.09,0.0,72.09
ITEM-D40516DD,ORD-229B1800,PROD-E84D44D3,1,322.52,0.0,322.52
ITEM-287FD7D9,ORD-229B1800,PROD-2E29F89D,3,28.15,5,80.23
ITEM-44F877E4,ORD-229B1800,PROD-A767940F,2,20.09,0.0,40.18
ITEM-6E69F8C2,ORD-FC0AE7B6,PROD-B3F77380,2,16.42,0.0,32.84
ITEM-4CA12975,ORD-4E0FDEEF,PROD-299FD214,1,149.7,0.0,149.7
