order_id,customer_id,order_date,status,payment_method,subtotal,tax_amount,shipping_amount,discount_amount,total_amount,currency,shipping_country,shipping_city
ORD-5CC251B8,CUST-B286BCD5,2023-12-19T00:00:00,delivered,bank_transfer,12.34,2.34,9.91,0.0,24.59,EUR,GB,San Giovanni Di Baiano
ORD-D0AB6EE0,CUST-5F4B0AB4,2024-12-14T00:00:00,delivered,debit_card,247.74,47.07,0.0,12.39,282.42,EUR,FR,Vasseur-sur-Robert
ORD-6078EEAD,CUST-5D730253,2024-05-29T00:00:00,delivered,debit_card,1929.78,366.66,0.0,96.49,2199.95,EUR,PT,Siemianowice Śląskie
ORD-768E39CC,CUST-FA725128,2024-03-27T00:00:00,delivered,cash_on_delivery,2147.64,408.05,0.0,107.38,2448.31,EUR,FR,Smithland
ORD-E308F03B,CUST-F6EF7E94,2023-04-10T00:00:00,delivered,bank_transfer,340.0,64.6,0.0,17.0,387.6,EUR,FR,Lake Nicoleview
ORD-AEAD42E8,CUST-341CD980,2024-09-10T00:00:00,delivered,debit_card,1458.43,277.1,0.0,72.92,1662.61,EUR,DE,Mettmann
ORD-049771CD,CUST-779D6204,2024-06-27T00:00:00,delivered,paypal,1649.03,313.32,0.0,82.45,1879.9,EUR,DE,Martineau
ORD-DFC81A2E,CUST-45435608,2023-02-16T00:00:00,delivered,credit_card,126.58,24.05,0.0,0.0,150.63,EUR,GB,Edwardsmouth
ORD-1CAAD008,CUST-D10F38E8,2024-11-05T00:00:00,delivered,credit_card,520.26,98.85,0.0,26.01,593.1,EUR,GB,Badoberan
ORD-F64DE700,CUST-BCD94AB8,2024-07-15T00:00:00,delivered,bank_transfer,1060.46,201.49,0.0,53.02,1208.93,EUR,DE,Sondershausen
ORD-6CD27764,CUST-D02B3CB3,2023-05-07T00:00:00,cancelled,cash_on_delivery,702.26,133.43,0.0,35.11,800.58,EUR,FR,Raynaudnec
ORD-0AC9FCED,CUST-341CD980,2024-01-22T00:00:00,delivered,paypal,460.62,87.52,0.0,23.03,525.11,EUR,DE,Mettmann
ORD-C7EB6E77,CUST-2C5C6332,2023-04-29T00:00:00,delivered,cash_on_delivery,267.05,56.08,0.0,13.35,309.78,EUR,NL,Treschietto
ORD-3AD56BD2,CUST-1E5BDCF5,2024-03-09T00:00:00,delivered,paypal,2394.58,454.97,0.0,119.73,2729.82,EUR,DE,Viersen
ORD-87C355C4,CUST-630697C1,2023-08-13T00:00:00,delivered,paypal,4734.84,899.62,0.0,236.74,5397.72,EUR,DE,Croviana
ORD-A3A3862C,CUST-40779FBD,2023-05-07T00:00:00,delivered,paypal,88.51,16.82,0.0,0.0,105.33,EUR,IT,Gazzola
ORD-BB24210B,CUST-0679E0D2,2023-08-04T00:00:00,delivered,paypal,4165.32,791.41,0.0,208.27,4748.46,EUR,IT,Clusane
ORD-33773199,CUST-D10F38E8,2023-12-23T00:00:00,delivered,cash_on_delivery,631.53,119.99,0.0,31.58,719.94,EUR,GB,Badoberan
ORD-213593CE,CUST-AAEF10C9,2024-12-27T00:00:00,delivered,debit_card,514.19,107.98,0.0,25.71,596.46,EUR,NL,Police
ORD-7D5F653B,CUST-D0530A7B,2024-01-06T00:00:00,delivered,bank_transfer,9558.89,1816.19,0.0,477.94,10897.14,EUR,DE,Toledo
ORD-973A20A0,CUST-40779FBD,2024-09-02T00:00:00,delivered,bank_transfer,225.51,42.85,0.0,11.28,257.08,EUR,IT,Gazzola
ORD-F8C3276E,CUST-779D6204,2023-04-30T00:00:00,delivered,credit_card,95.56,18.16,0.0,0.0,113.72,EUR,DE,Martineau
ORD-A8F741CD,CUST-5D730253,2024-01-29T00:00:00,delivered,credit_card,1671.56,317.6,0.0,83.58,1905.58,EUR,PT,Siemianowice Śląskie
ORD-66D3F46F,CUST-82407059,2024-06-26T00:00:00,delivered,debit_card,300.66,57.13,0.0,15.03,342.76,EUR,PL,Étienne
ORD-FDE5D539,CUST-DD87EB49,2023-07-04T00:00:00,delivered,debit_card,1252.78,238.03,0.0,62.64,1428.17,EUR,DE,North Owenmouth
ORD-3E65FD0A,CUST-83EEAE33,2023-02-05T00:00:00,delivered,credit_card,125.2,23.79,0.0,0.0,148.99,EUR,ES,Navarroview
ORD-5F86C84B,CUST-F6EF7E94,2024-12-15T00:00:00,delivered,credit_card,341.28,64.84,0.0,17.06,389.06,EUR,FR,Lake Nicoleview
ORD-F28D7480,CUST-F6EF7E94,2023-08-31T00:00:00,delivered,bank_transfer,586.43,111.42,0.0,29.32,668.53,EUR,FR,Lake Nicoleview
ORD-1866F1EF,CUST-83EEAE33,2024-11-23T00:00:00,delivered,cash_on_delivery,1803.75,342.71,0.0,90.19,2056.27,EUR,ES,Navarroview
ORD-F1205BDE,CUST-69058270,2024-09-11T00:00:00,delivered,debit_card,247.74,47.07,0.0,12.39,282.42,EUR,ES,Amyburgh
ORD-D9A9BB39,CUST-779D6204,2024-06-28T00:00:00,delivered,paypal,82.04,15.59,0.0,0.0,97.63,EUR,DE,Martineau
ORD-23091740,CUST-61D8EBFA,2023-10-08T00:00:00,delivered,debit_card,5491.11,1043.31,0.0,274.56,6259.86,EUR,FR,Fürstenfeldbruck
ORD-00823FEC,CUST-E04B384D,2024-02-03T00:00:00,delivered,cash_on_delivery,361.62,68.71,0.0,18.08,412.25,EUR,DE,Meunier-sur-Chrétien
ORD-3EBF1794,CUST-E749A64E,2023-05-10T00:00:00,delivered,debit_card,94.56,17.97,0.0,0.0,112.53,EUR,DE,Lucas
ORD-7B374C04,CUST-114AB28B,2024-12-24T00:00:00,delivered,debit_card,47.86,9.09,6.56,0.0,63.51,EUR,IT,Vaglio Basilicata
ORD-A575D856,CUST-51609BB9,2023-11-09T00:00:00,delivered,credit_card,280.96,53.38,0.0,14.05,320.29,EUR,DE,Girona
ORD-73C63A48,CUST-98ACDDEA,2023-03-28T00:00:00,delivered,credit_card,571.35,108.56,0.0,28.57,651.34,EUR,FR,Steinfurt
ORD-5382AE63,CUST-9E4E7BAC,2024-11-01T00:00:00,delivered,credit_card,4099.15,778.84,0.0,204.96,4673.03,EUR,IT,Mezzocammino
ORD-92AED618,CUST-C63D88CF,2023-10-28T00:00:00,delivered,credit_card,841.2,159.83,0.0,42.06,958.97,EUR,GB,Bolano
ORD-B55AC15D,CUST-9D79B707,2024-05-14T00:00:00,delivered,credit_card,1216.12,255.39,0.0,60.81,1410.7,EUR,NL,Guadalajara
ORD-58BCAA13,CUST-DF0EB867,2023-07-22T00:00:00,delivered,debit_card,1103.5,209.66,0.0,55.18,1257.98,EUR,DE,Samanthafort
ORD-E1F59ED1,CUST-9FC4630F,2023-11-03T00:00:00,delivered,credit_card,692.71,131.61,0.0,34.64,789.68,EUR,GB,Sauvage-sur-Mer
ORD-DD6B94D4,CUST-08E00D3A,2023-07-23T00:00:00,delivered,debit_card,425.3,80.81,0.0,21.27,484.84,EUR,FR,Sainte Alexandria
ORD-CB948FBE,CUST-C63D88CF,2024-11-12T00:00:00,delivered,cash_on_delivery,425.34,80.81,0.0,21.27,484.88,EUR,GB,Bolano
ORD-813A2B1B,CUST-E95A1BDA,2024-02-03T00:00:00,cancelled,credit_card,3601.16,684.22,0.0,180.06,4105.32,EUR,ES,Gratsch
ORD-B86C0995,CUST-630697C1,2023-10-16T00:00:00,delivered,credit_card,2037.47,387.12,0.0,101.87,2322.72,EUR,DE,Croviana
ORD-72FE9386,CUST-F6D5EB77,2023-09-11T00:00:00,delivered,debit_card,360.03,68.41,0.0,18.0,410.44,EUR,IT,Hamburg
ORD-12B8F144,CUST-678C69EF,2024-02-15T00:00:00,returned,credit_card,1724.03,327.57,0.0,86.2,1965.4,EUR,AT,Starogard Gdański
ORD-E50F0D27,CUST-0881C304,2024-01-08T00:00:00,delivered,cash_on_delivery,753.59,143.18,0.0,37.68,859.09,EUR,GB,West Andrea
ORD-4C3644C7,CUST-5D730253,2023-12-16T00:00:00,delivered,cash_on_delivery,178.86,33.98,0.0,0.0,212.84,EUR,PT,Siemianowice Śląskie
ORD-7E35B327,CUST-9FC4630F,2023-09-01T00:00:00,delivered,credit_card,170.39,32.37,0.0,0.0,202.76,EUR,GB,Sauvage-sur-Mer
ORD-173ACF30,CUST-EE76891E,2023-07-15T00:00:00,delivered,bank_transfer,250.4,47.58,0.0,12.52,285.46,EUR,FR,Main-Höchst
ORD-D1CBA7B0,CUST-C64B3B0E,2024-11-30T00:00:00,delivered,cash_on_delivery,252.28,47.93,0.0,12.61,287.6,EUR,DE,Beverwijk
ORD-663DAF2F,CUST-61AF4974,2024-09-05T00:00:00,cancelled,debit_card,725.49,137.84,0.0,36.27,827.06,EUR,DE,Częstochowa
ORD-3F0DA1CC,CUST-376072C1,2024-05-21T00:00:00,delivered,cash_on_delivery,4075.72,774.39,0.0,203.79,4646.32,EUR,FR,East Charleston
ORD-7A7B81C1,CUST-61D8EBFA,2023-10-31T00:00:00,delivered,debit_card,2505.56,476.06,0.0,125.28,2856.34,EUR,FR,Fürstenfeldbruck
ORD-CC25DED8,CUST-275EA1B9,2023-05-17T00:00:00,delivered,paypal,187.05,35.54,0.0,0.0,222.59,EUR,FR,Wyszków
ORD-659B6198,CUST-08E00D3A,2024-07-16T00:00:00,delivered,cash_on_delivery,1362.79,258.93,0.0,68.14,1553.58,EUR,FR,Sainte Alexandria
ORD-599804D1,CUST-DE01C7F2,2024-12-05T00:00:00,delivered,bank_transfer,575.44,109.33,0.0,28.77,656.0,EUR,FR,Sosnowiec
ORD-EA68EC80,CUST-C63D88CF,2023-04-06T00:00:00,delivered,cash_on_delivery,3602.79,684.53,0.0,180.14,4107.18,EUR,GB,Bolano
ORD-758EFAF0,CUST-7F4ADA4F,2023-03-15T00:00:00,delivered,credit_card,360.15,68.43,0.0,18.01,410.57,EUR,FR,Suttonborough
ORD-D83AB9CA,CUST-D0530A7B,2024-11-21T00:00:00,delivered,bank_transfer,2357.05,447.84,0.0,117.85,2687.04,EUR,DE,Toledo
ORD-928FF8F0,CUST-98ACDDEA,2024-07-10T00:00:00,delivered,debit_card,348.06,66.13,0.0,17.4,396.79,EUR,FR,Steinfurt
ORD-46D310D7,CUST-F304AE45,2023-08-20T00:00:00,delivered,paypal,3283.52,623.87,0.0,164.18,3743.21,EUR,GB,Palencia
ORD-F3D4844C,CUST-C30EF6B7,2023-12-14T00:00:00,delivered,paypal,2414.18,458.69,0.0,120.71,2752.16,EUR,ES,Starnberg
ORD-8346BC87,CUST-7FC29595,2024-01-13T00:00:00,delivered,debit_card,1666.86,316.7,0.0,83.34,1900.22,EUR,ES,Fallingbostel
ORD-6479EB84,CUST-1E5BDCF5,2024-04-02T00:00:00,delivered,debit_card,1245.27,236.6,0.0,62.26,1419.61,EUR,DE,Viersen
ORD-B83D70C6,CUST-287EA7A2,2023-11-23T00:00:00,delivered,debit_card,1089.97,207.09,0.0,54.5,1242.56,EUR,DE,Baleares
ORD-28020B46,CUST-8031204E,2024-01-06T00:00:00,returned,credit_card,71.34,13.55,0.0,0.0,84.89,EUR,FR,Port Jaredborough
ORD-0D20994B,CUST-F7A0B33A,2023-05-23T00:00:00,delivered,debit_card,319.08,60.63,0.0,15.95,363.76,EUR,DE,Aubert
ORD-4104FD12,CUST-45435608,2023-05-25T00:00:00,delivered,paypal,1836.46,348.93,0.0,91.82,2093.57,EUR,GB,Edwardsmouth
ORD-300A7EE3,CUST-B34792B0,2023-12-12T00:00:00,delivered,credit_card,277.19,58.21,0.0,13.86,321.54,EUR,NL,Hohenmölsen
ORD-D79CE365,CUST-4856ACE6,2024-05-30T00:00:00,delivered,debit_card,172.64,32.8,0.0,0.0,205.44,EUR,FR,Damianview
ORD-8B5CDE6E,CUST-D4EB2B12,2023-10-06T00:00:00,returned,cash_on_delivery,13.14,2.76,5.09,0.0,20.99,EUR,NL,Ostigliano
ORD-59046F1A,CUST-DA49B00B,2024-12-10T00:00:00,delivered,credit_card,1531.8,291.04,0.0,76.59,1746.25,EUR,GB,Sieradz
ORD-D9D2F5DB,CUST-6D9D52A0,2023-12-10T00:00:00,delivered,credit_card,1012.22,192.32,0.0,50.61,1153.93,EUR,PL,Maarheeze
ORD-F573CF1B,CUST-96EE0147,2024-08-06T00:00:00,delivered,paypal,5007.91,951.5,0.0,250.4,5709.01,EUR,ES,Chorzów
ORD-9423E5D4,CUST-B34792B0,2023-12-31T00:00:00,delivered,cash_on_delivery,133.5,28.04,0.0,0.0,161.54,EUR,NL,Hohenmölsen
ORD-6D6D4B57,CUST-948C0E0C,2023-01-25T00:00:00,delivered,debit_card,657.18,124.86,0.0,32.86,749.18,EUR,GB,Córdoba
ORD-48694F8F,CUST-0095DE9B,2024-10-31T00:00:00,delivered,debit_card,628.93,119.5,0.0,31.45,716.98,EUR,DE,Ourense
ORD-F7834EB3,CUST-94DD7852,2023-03-18T00:00:00,returned,cash_on_delivery,888.01,168.72,0.0,44.4,1012.33,EUR,FR,Hammelburg
ORD-5C56F037,CUST-47DCAE7D,2024-05-25T00:00:00,delivered,debit_card,5062.47,961.87,0.0,253.12,5771.22,EUR,IT,Limonta
ORD-EF38B63A,CUST-99B62F34,2024-05-14T00:00:00,delivered,paypal,106.49,20.23,0.0,0.0,126.72,EUR,FR,Castellaro Nel Frignano
ORD-A96F342E,CUST-FA725128,2024-06-02T00:00:00,delivered,paypal,6952.36,1320.95,0.0,347.62,7925.69,EUR,FR,Smithland
ORD-4940C344,CUST-799F992F,2024-07-01T00:00:00,delivered,bank_transfer,477.07,90.64,0.0,23.85,543.86,EUR,GB,Segovia
ORD-FA289097,CUST-38D9A74B,2023-02-09T00:00:00,cancelled,credit_card,12.32,2.34,8.64,0.0,23.3,EUR,IT,Azzone
ORD-99F3A209,CUST-5D44BA33,2024-11-16T00:00:00,delivered,credit_card,744.88,141.53,0.0,37.24,849.17,EUR,DE,Salamanca
ORD-894FBFF3,CUST-66A72053,2023-12-17T00:00:00,delivered,debit_card,212.65,40.4,0.0,10.63,242.42,EUR,ES,Lake Rodney
ORD-FAD45E01,CUST-F4B94955,2023-12-30T00:00:00,delivered,paypal,1577.11,331.19,0.0,78.86,1829.44,EUR,NL,West Breanna
ORD-A4D06624,CUST-38D9A74B,2023-06-01T00:00:00,delivered,cash_on_delivery,662.52,125.88,0.0,33.13,755.27,EUR,IT,Azzone
ORD-70E8F18E,CUST-60396C41,2023-07-12T00:00:00,delivered,debit_card,140.55,26.7,0.0,0.0,167.25,EUR,DE,Saint Michellenec
ORD-0AD109D2,CUST-26086E08,2023-01-15T00:00:00,delivered,bank_transfer,192.98,36.67,0.0,0.0,229.65,EUR,FR,Rottweil
ORD-7668E881,CUST-38D9A74B,2024-02-28T00:00:00,delivered,cash_on_delivery,81.21,15.43,0.0,0.0,96.64,EUR,IT,Azzone
ORD-5143C685,CUST-9285ADA3,2024-03-22T00:00:00,delivered,credit_card,575.9,109.42,0.0,28.8,656.52,EUR,PT,Merseburg
ORD-2C72EAED,CUST-93B7FF7B,2023-04-02T00:00:00,delivered,cash_on_delivery,574.93,109.24,0.0,28.75,655.42,EUR,DE,Norden
ORD-6F38779C,CUST-BB689217,2023-12-24T00:00:00,delivered,bank_transfer,350.16,66.53,0.0,17.51,399.18,EUR,FR,Salamanca
ORD-836285A8,CUST-799F992F,2024-12-21T00:00:00,delivered,credit_card,954.61,181.38,0.0,47.73,1088.26,EUR,GB,Segovia
ORD-0A5EB4A5,CUST-9FC4630F,2024-06-15T00:00:00,delivered,debit_card,874.76,166.2,0.0,43.74,997.22,EUR,GB,Sauvage-sur-Mer
ORD-AEFCC7B6,CUST-7AFC6B9D,2024-12-28T00:00:00,delivered,debit_card,414.18,86.98,0.0,20.71,480.45,EUR,NL,New Marilyn
ORD-F515D71E,CUST-426466E2,2024-03-23T00:00:00,delivered,credit_card,112.42,21.36,0.0,0.0,133.78,EUR,DE,Eberswalde
ORD-E8704840,CUST-426466E2,2023-05-14T00:00:00,delivered,cash_on_delivery,201.9,38.36,0.0,10.1,230.16,EUR,DE,Eberswalde
ORD-B8335B4F,CUST-E55C6CBB,2024-01-23T00:00:00,delivered,debit_card,2124.13,403.58,0.0,106.21,2421.5,EUR,IT,Fara Gera D'Adda
ORD-B2F514CF,CUST-DF0EB867,2023-01-23T00:00:00,delivered,debit_card,55.35,10.52,0.0,0.0,65.87,EUR,DE,Samanthafort
ORD-34661614,CUST-D0530A7B,2023-07-02T00:00:00,delivered,cash_on_delivery,285.4,54.23,0.0,14.27,325.36,EUR,DE,Toledo
ORD-CD2BF4B5,CUST-9BC7DCB0,2023-06-12T00:00:00,delivered,debit_card,77.48,14.72,0.0,0.0,92.2,EUR,ES,East Leanne
ORD-1C3FF17D,CUST-45435608,2023-11-28T00:00:00,delivered,bank_transfer,1432.18,272.11,0.0,71.61,1632.68,EUR,GB,Edwardsmouth
ORD-431AADEF,CUST-1B316C96,2023-07-17T00:00:00,delivered,bank_transfer,1078.44,204.9,0.0,53.92,1229.42,EUR,DE,Ostróda
ORD-1EA2CC7C,CUST-DE01C7F2,2023-10-06T00:00:00,delivered,cash_on_delivery,1276.53,242.54,0.0,63.83,1455.24,EUR,FR,Sosnowiec
ORD-9A8F7110,CUST-FA725128,2023-10-28T00:00:00,delivered,credit_card,3815.49,724.94,0.0,190.77,4349.66,EUR,FR,Smithland
ORD-5F575494,CUST-60396C41,2024-04-21T00:00:00,delivered,cash_on_delivery,497.9,94.6,0.0,24.89,567.61,EUR,DE,Saint Michellenec
ORD-0E9D2FA0,CUST-DA2A7A09,2023-10-12T00:00:00,cancelled,bank_transfer,3108.18,590.55,0.0,155.41,3543.32,EUR,FR,Paul
ORD-9E0E8877,CUST-4956466C,2024-03-07T00:00:00,delivered,credit_card,1130.24,237.35,0.0,56.51,1311.08,EUR,NL,Lugo
ORD-0188ABF3,CUST-6828692D,2023-05-15T00:00:00,delivered,cash_on_delivery,2792.0,530.48,0.0,139.6,3182.88,EUR,IT,Damienchester
ORD-3DE78774,CUST-2668EFC1,2024-12-14T00:00:00,delivered,paypal,1472.83,279.84,0.0,73.64,1679.03,EUR,GB,Łomża
ORD-3BA143CD,CUST-E781724E,2024-03-22T00:00:00,delivered,credit_card,1985.82,377.31,0.0,99.29,2263.84,EUR,GB,Letellier
ORD-587D4DC5,CUST-40779FBD,2024-09-19T00:00:00,delivered,bank_transfer,1674.04,318.07,0.0,83.7,1908.41,EUR,IT,Gazzola
ORD-55C71E1A,CUST-C32018D1,2023-05-06T00:00:00,delivered,paypal,277.39,58.25,0.0,13.87,321.77,EUR,NL,San Daniele Po
ORD-D82FF306,CUST-287EA7A2,2024-11-25T00:00:00,delivered,bank_transfer,168.78,32.07,0.0,0.0,200.85,EUR,DE,Baleares
ORD-A2DB1410,CUST-72981BBA,2024-05-14T00:00:00,delivered,debit_card,107.32,20.39,0.0,0.0,127.71,EUR,IT,Colognola Ai Colli
ORD-2ED46144,CUST-73AF79F6,2023-05-14T00:00:00,delivered,bank_transfer,1029.28,195.56,0.0,51.46,1173.38,EUR,FR,Port Christopherport
ORD-C808EB3F,CUST-426466E2,2024-05-02T00:00:00,delivered,debit_card,68.06,12.93,0.0,0.0,80.99,EUR,DE,Eberswalde
ORD-C5E547AB,CUST-CE808082,2024-06-04T00:00:00,delivered,bank_transfer,1419.94,298.19,0.0,71.0,1647.13,EUR,NL,León
ORD-934D9BF3,CUST-2C5C6332,2024-02-17T00:00:00,delivered,credit_card,1052.16,220.95,0.0,52.61,1220.5,EUR,NL,Treschietto
ORD-BF444C27,CUST-7F960E39,2023-09-30T00:00:00,delivered,bank_transfer,112.42,21.36,0.0,0.0,133.78,EUR,FR,East Jodietown
ORD-B65A8949,CUST-79B00ACD,2024-12-09T00:00:00,delivered,debit_card,336.17,63.87,0.0,16.81,383.23,EUR,FR,Port Melanieton
ORD-8F032AC7,CUST-703ABEE8,2023-03-13T00:00:00,delivered,credit_card,905.17,190.09,0.0,45.26,1050.0,EUR,NL,Stevenside
ORD-DF629CB8,CUST-B4599354,2023-01-10T00:00:00,cancelled,debit_card,288.95,54.9,0.0,14.45,329.4,EUR,FR,Moordrecht
ORD-46E359EA,CUST-61AF4974,2023-05-31T00:00:00,delivered,paypal,701.85,133.35,0.0,35.09,800.11,EUR,DE,Częstochowa
ORD-BC2B975B,CUST-3AAF40DB,2024-11-10T00:00:00,delivered,debit_card,665.66,126.48,0.0,33.28,758.86,EUR,DE,Przemyśl
ORD-16E021A1,CUST-7F4ADA4F,2024-01-01T00:00:00,delivered,bank_transfer,1355.49,257.54,0.0,67.77,1545.26,EUR,FR,Suttonborough
ORD-602B950E,CUST-4423A40F,2023-06-29T00:00:00,delivered,paypal,2140.94,406.78,0.0,107.05,2440.67,EUR,PL,Las Palmas
ORD-49CE1C99,CUST-D0530A7B,2024-11-25T00:00:00,delivered,paypal,150.18,28.53,0.0,0.0,178.71,EUR,DE,Toledo
ORD-4B1F4BD7,CUST-630697C1,2023-01-16T00:00:00,delivered,cash_on_delivery,1658.09,315.04,0.0,82.9,1890.23,EUR,DE,Croviana
ORD-2D8F1414,CUST-7CCF7417,2024-07-28T00:00:00,delivered,credit_card,77.24,14.68,0.0,0.0,91.92,EUR,DE,Middelaar
ORD-E82D12DF,CUST-72BF3874,2024-12-29T00:00:00,shipped,paypal,1074.8,204.21,0.0,53.74,1225.27,EUR,ES,Delaunaydan
ORD-CF341D60,CUST-ABB222B0,2024-04-17T00:00:00,delivered,credit_card,1042.12,198.0,0.0,52.11,1188.01,EUR,FR,Overdinkel
ORD-0490BD88,CUST-A8D0D1BC,2024-03-07T00:00:00,delivered,bank_transfer,1334.65,253.58,0.0,66.73,1521.5,EUR,GB,Starogard Gdański
ORD-B73D489B,CUST-C30EF6B7,2023-02-26T00:00:00,returned,bank_transfer,152.11,28.9,0.0,0.0,181.01,EUR,ES,Starnberg
ORD-031E3225,CUST-98ACDDEA,2023-05-05T00:00:00,delivered,credit_card,1511.07,287.1,0.0,75.55,1722.62,EUR,FR,Steinfurt
ORD-F626C3FC,CUST-3C92DC00,2024-12-05T00:00:00,delivered,credit_card,649.12,123.33,0.0,32.46,739.99,EUR,FR,Toruń
ORD-E695FF43,CUST-F3D060A2,2024-03-30T00:00:00,cancelled,cash_on_delivery,462.65,87.9,0.0,23.13,527.42,EUR,DE,Mainburg
ORD-E35769D9,CUST-6B85D0C3,2024-11-28T00:00:00,delivered,debit_card,4239.14,805.44,0.0,211.96,4832.62,EUR,FR,Fleringen
ORD-4D6A1A5A,CUST-9E4E7BAC,2024-07-13T00:00:00,delivered,paypal,374.76,71.2,0.0,18.74,427.22,EUR,IT,Mezzocammino
ORD-B1068731,CUST-9E4E7BAC,2023-04-20T00:00:00,delivered,credit_card,149.7,28.44,0.0,0.0,178.14,EUR,IT,Mezzocammino
ORD-208C626A,CUST-72BF3874,2024-10-22T00:00:00,delivered,paypal,978.68,185.95,0.0,48.93,1115.7,EUR,ES,Delaunaydan
ORD-B6CC8BFC,CUST-F3D060A2,2023-08-04T00:00:00,delivered,paypal,373.42,70.95,0.0,18.67,425.7,EUR,DE,Mainburg
ORD-B5118607,CUST-1223A437,2023-10-13T00:00:00,delivered,cash_on_delivery,2522.99,479.37,0.0,126.15,2876.21,EUR,FR,Palencia
ORD-6B9D4CF8,CUST-E8201C8A,2024-08-21T00:00:00,delivered,bank_transfer,73.38,13.94,0.0,0.0,87.32,EUR,FR,Ingelum
ORD-A1232620,CUST-23870DEE,2023-11-28T00:00:00,returned,credit_card,536.04,101.85,0.0,26.8,611.09,EUR,ES,North Christina
ORD-01E9B5FF,CUST-DE01C7F2,2023-03-16T00:00:00,delivered,cash_on_delivery,2919.24,554.66,0.0,145.96,3327.94,EUR,FR,Sosnowiec
ORD-BE02806F,CUST-095757A7,2023-09-16T00:00:00,delivered,debit_card,9.31,1.77,8.84,0.0,19.92,EUR,FR,Loceri
ORD-078AF6D6,CUST-426466E2,2024-11-06T00:00:00,delivered,bank_transfer,1675.05,318.26,0.0,83.75,1909.56,EUR,DE,Eberswalde
ORD-3460CD70,CUST-287EA7A2,2024-09-25T00:00:00,delivered,credit_card,832.91,158.25,0.0,41.65,949.51,EUR,DE,Baleares
ORD-13B08803,CUST-0EC650D1,2023-01-24T00:00:00,cancelled,cash_on_delivery,1887.83,358.69,0.0,94.39,2152.13,EUR,DE,Amandamouth
ORD-DE5509C4,CUST-9E4E7BAC,2023-04-24T00:00:00,cancelled,cash_on_delivery,5790.23,1100.14,0.0,289.51,6600.86,EUR,IT,Mezzocammino
ORD-1C3B71A5,CUST-D061A7FB,2023-02-06T00:00:00,delivered,credit_card,83.14,15.8,0.0,0.0,98.94,EUR,GB,East Derrickfurt
ORD-55D1567D,CUST-F3D060A2,2023-08-19T00:00:00,delivered,cash_on_delivery,92.07,17.49,0.0,0.0,109.56,EUR,DE,Mainburg
ORD-A4DDB527,CUST-A8C48AEC,2024-11-29T00:00:00,delivered,cash_on_delivery,238.02,45.22,0.0,11.9,271.34,EUR,FR,Callumside
ORD-8BF05A7C,CUST-C349AF36,2023-12-27T00:00:00,delivered,cash_on_delivery,81.84,15.55,0.0,0.0,97.39,EUR,ES,Radom
ORD-87FF2F89,CUST-D0530A7B,2023-09-13T00:00:00,delivered,cash_on_delivery,1489.7,283.04,0.0,74.48,1698.26,EUR,DE,Toledo
ORD-E64B967F,CUST-AC39DB31,2023-10-27T00:00:00,delivered,paypal,910.05,172.91,0.0,45.5,1037.46,EUR,DE,West Kayleigh
ORD-A74FC290,CUST-4477EAB3,2024-03-30T00:00:00,delivered,paypal,67.3,12.79,0.0,0.0,80.09,EUR,FR,Homoet
ORD-6F61B4C9,CUST-F3D060A2,2023-04-17T00:00:00,delivered,credit_card,586.76,111.48,0.0,29.34,668.9,EUR,DE,Mainburg
ORD-41A651BF,CUST-7F4ADA4F,2023-02-06T00:00:00,delivered,credit_card,1293.89,245.84,0.0,64.69,1475.04,EUR,FR,Suttonborough
ORD-C67E0523,CUST-6B85D0C3,2024-01-29T00:00:00,delivered,bank_transfer,1252.78,238.03,0.0,62.64,1428.17,EUR,FR,Fleringen
ORD-83420FD3,CUST-E749A64E,2023-11-09T00:00:00,delivered,credit_card,777.01,147.63,0.0,38.85,885.79,EUR,DE,Lucas
ORD-F7B86A3B,CUST-A9466F91,2024-02-02T00:00:00,delivered,cash_on_delivery,1517.77,288.38,0.0,75.89,1730.26,EUR,GB,Loppersum
ORD-C2BFD6D6,CUST-B286BCD5,2024-02-09T00:00:00,delivered,cash_on_delivery,203.1,38.59,0.0,10.16,231.53,EUR,GB,San Giovanni Di Baiano
ORD-CD59BEF5,CUST-42AC478D,2024-08-05T00:00:00,delivered,credit_card,2178.08,413.84,0.0,108.9,2483.02,EUR,ES,Peine
ORD-F36397B0,CUST-96EE0147,2023-10-11T00:00:00,cancelled,debit_card,711.92,135.26,0.0,35.6,811.58,EUR,ES,Chorzów
ORD-C0747EBB,CUST-AEAFE555,2024-11-02T00:00:00,delivered,cash_on_delivery,33.52,7.04,5.89,0.0,46.45,EUR,BE,Pomarolo
ORD-F99EE91C,CUST-98ACDDEA,2023-12-23T00:00:00,delivered,credit_card,48.07,9.13,4.67,0.0,61.87,EUR,FR,Steinfurt
ORD-97F77115,CUST-E84E7C38,2024-08-07T00:00:00,delivered,bank_transfer,1106.0,210.14,0.0,55.3,1260.84,EUR,ES,Sebnitz
ORD-8B2BB665,CUST-25DBFF24,2024-11-26T00:00:00,delivered,debit_card,3595.53,683.15,0.0,179.78,4098.9,EUR,FR,Pingjum
ORD-F4F767DF,CUST-4663C630,2024-06-04T00:00:00,cancelled,bank_transfer,438.42,83.3,0.0,21.92,499.8,EUR,IT,Taylorfurt
ORD-B193B98A,CUST-EE76891E,2023-03-22T00:00:00,returned,cash_on_delivery,1481.44,281.47,0.0,74.07,1688.84,EUR,FR,Main-Höchst
